Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AvgPricePerRoom,LotArea_Efficiency,HouseAge,YearsSinceRemod,AvgBldgTypePrice
1084,20.0,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,1251,0,0,1251,1,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461,TA,TA,Y,0,116.0,0,0,0.0,0,None,MnPrv,Shed,700,3,2006,WD,Normal,160000,26666.666666666668,0.0006818181818181819,60,42,195814.3010989011
1085,60.0,RL,69.0,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,691,807,0,1498,0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,Y,315,44.0,0,0,0.0,0,None,None,None,0,7,2006,WD,Normal,187500,31250.0,0.00046044048806691734,29,10,195814.3010989011
1086,85.0,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6.0,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,996,0,0,996,1,0.0,1,0,2,1,Gd,5,Typ,0,None,Attchd,1992.0,Unf,2,564,TA,TA,Y,120,0.0,0,0,0.0,0,None,None,None,0,4,2010,WD,Normal,147000,29400.0,0.0005513287021722351,32,18,195814.3010989011
1087,160.0,RM,69.0,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5.0,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1973.0,RFn,1,286,TA,TA,Y,120,96.0,0,0,0.0,0,None,None,None,0,5,2010,WD,Normal,83500,13916.666666666666,0.00303951367781155,51,37,185109.94845360826
1088,60.0,FV,85.0,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,1082,871,0,1953,0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,1043,TA,TA,Y,160,50.0,0,0,0.0,0,None,None,None,0,5,2009,WD,Normal,252000,28000.0,0.0008511443162473993,19,3,195814.3010989011
1089,160.0,RM,35.95,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0.0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40.0,0,0,0.0,0,None,None,None,0,4,2006,WD,Normal,137500,19642.85714285714,0.0027755749405233942,20,2,136797.56097560975
1090,120.0,FV,37.0,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5.0,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SBrkr,1247,0,0,1247,1,0.0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550,TA,TA,Y,0,84.0,0,0,0.0,0,None,None,None,0,4,2006,WD,Normal,197000,49250.0,0.0012062726176115801,19,1,185109.94845360826
1091,90.0,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4.0,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0.0,2,0,2,2,TA,6,Typ,0,None,Detchd,1987.0,Unf,2,400,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,92900,15483.333333333334,0.0007022471910112359,74,59,132796.58333333334
1092,160.0,FV,35.95,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5.0,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,Y,SBrkr,624,628,0,1252,1,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2,462,TA,TA,Y,0,48.0,0,0,0.0,0,None,None,None,0,3,2008,WD,Normal,160000,40000.0,0.001851851851851852,25,8,136797.56097560975
1094,20.0,RL,71.0,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8.0,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0.0,1,1,1,1,Gd,6,Typ,0,None,Detchd,1977.0,Unf,2,884,TA,TA,Y,0,64.0,0,0,0.0,0,None,MnPrv,None,0,10,2006,WD,Normal,146000,24333.333333333332,0.0006500541711809318,59,8,195814.3010989011
1096,20.0,RL,78.0,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,Y,SBrkr,1314,0,0,1314,0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,440,TA,TA,Y,0,22.0,0,0,0.0,0,None,None,None,0,3,2007,WD,Normal,176432,29405.333333333332,0.0006439841150584952,18,1,195814.3010989011
1099,50.0,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6.0,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,757,567,0,1324,0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2009,WD,Normal,128000,21333.333333333332,0.001,88,59,195814.3010989011
1100,20.0,RL,82.0,11880,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5.0,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,Y,SBrkr,1601,0,0,1601,0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,478,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,4,2009,COD,Abnorml,157000,22428.571428571428,0.0005892255892255892,46,31,195814.3010989011
1101,30.0,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5.0,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,N,FuseF,438,0,0,438,0,0.0,1,0,1,1,Fa,3,Typ,0,None,Detchd,1930.0,Unf,1,246,TA,TA,N,0,0.0,0,0,0.0,0,None,None,None,0,1,2009,WD,Normal,60000,20000.0,0.00035714285714285714,104,59,195814.3010989011
1103,20.0,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,Y,SBrkr,1134,0,0,1134,0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1960.0,RFn,1,254,TA,TA,Y,0,16.0,0,0,0.0,0,None,MnWw,None,0,4,2007,WD,Family,135000,22500.0,0.0008571428571428571,64,5,195814.3010989011
1105,160.0,RM,35.95,2016,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5.0,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,1970.0,Unf,2,440,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,4,2007,WD,Normal,106000,17666.666666666668,0.002976190476190476,54,37,185109.94845360826
1106,60.0,RL,98.0,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1,0.0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2,712,TA,TA,Y,186,32.0,0,0,0.0,0,None,None,None,0,4,2010,WD,Normal,325000,36111.11111111111,0.0007343342036553525,30,15,195814.3010989011
1107,20.0,RL,104.0,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5.0,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,0,172,910,GasA,Gd,Y,SBrkr,1442,0,0,1442,1,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990.0,Fin,2,719,TA,TA,Y,0,175.04999999999995,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,179900,29983.333333333332,0.0005793183354253162,34,16,195814.3010989011
1108,60.0,RL,104.0,23257,Pave,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,868,868,GasA,Ex,Y,SBrkr,887,1134,0,2021,0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,RFn,2,422,TA,TA,Y,0,100.0,0,0,0.0,0,None,None,None,0,9,2006,New,Partial,274725,30525.0,0.0003869802640065357,18,0,195814.3010989011
1109,60.0,RL,69.0,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,Ex,Y,SBrkr,948,742,0,1690,0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2,463,TA,TA,Y,100,48.0,0,0,0.0,0,None,None,None,0,11,2007,WD,Abnorml,181000,25857.14285714286,0.0008681632146843607,24,7,195814.3010989011
1110,20.0,RL,104.0,11362,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5.0,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,1,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,862,TA,TA,Y,125,175.04999999999995,0,0,0.0,0,None,None,None,0,3,2009,WD,Normal,280000,40000.0,0.0006160887167752157,20,4,195814.3010989011
1111,60.0,RL,69.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,Y,SBrkr,773,885,0,1658,1,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995.0,Fin,2,431,TA,TA,Y,224,84.0,0,0,0.0,0,None,None,None,0,6,2008,WD,Normal,188000,23500.0,0.001,29,12,195814.3010989011
1112,60.0,RL,80.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6.0,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,Y,SBrkr,1098,866,0,1964,0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2,483,TA,TA,Y,0,69.0,0,0,0.0,0,None,None,None,0,9,2008,WD,Normal,205000,25625.0,0.0007633587786259542,48,32,195814.3010989011
1113,20.0,RL,73.0,7100,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,Y,FuseA,816,0,0,816,1,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,1,308,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2006,WD,Normal,129900,25980.0,0.0007042253521126761,67,49,195814.3010989011
1114,20.0,RL,66.0,8923,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,1,0.0,1,0,2,1,Gd,6,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,18.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,134500,22416.666666666668,0.0006724195898240502,71,1,195814.3010989011
1115,20.0,RL,90.0,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7.0,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,Y,SBrkr,833,0,0,833,0,0.0,1,0,2,1,Gd,4,Typ,0,None,Detchd,1955.0,Unf,1,326,TA,TA,Y,0,0.0,0,0,0.0,0,None,MnPrv,None,0,8,2006,WD,Normal,117000,29250.0,0.0007407407407407407,70,6,195814.3010989011
1116,20.0,RL,93.0,12085,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3,928,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,11,2007,New,Partial,318000,45428.57142857143,0.0005792304509722797,17,0,195814.3010989011
1117,80.0,RL,69.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5.0,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,Y,SBrkr,779,640,0,1419,1,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,2,527,TA,TA,Y,120,0.0,0,0,0.0,0,None,None,None,0,3,2009,WD,Normal,184100,26300.0,0.0009032258064516129,22,7,195814.3010989011
1118,20.0,RL,57.0,9764,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7.0,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,Y,SBrkr,894,0,0,894,1,0.0,1,0,3,1,Gd,5,Typ,0,None,Attchd,1967.0,RFn,2,450,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,5,2008,WD,Normal,130000,26000.0,0.0005120852109791069,57,5,195814.3010989011
1119,80.0,RL,85.0,13825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6.0,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,1601,0,1.0,1,0,3,1,TA,6,Min2,0,None,BuiltIn,1958.0,RFn,1,300,TA,TA,Y,280,34.0,0,0,0.0,0,None,None,None,0,12,2008,WD,Normal,140000,23333.333333333332,0.00043399638336347196,66,21,195814.3010989011
1122,20.0,RL,84.0,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,Y,SBrkr,1552,0,0,1552,0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,782,TA,TA,Y,144,20.0,0,0,0.0,0,None,None,None,0,7,2006,New,Partial,212900,30414.285714285714,0.0006941689805632685,19,0,195814.3010989011
1123,20.0,RL,69.0,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4.0,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,FuseA,960,0,0,960,0,0.0,1,0,3,1,TA,5,Typ,0,None,Basment,1956.0,Unf,1,288,TA,TA,Y,64,0.0,0,0,160.0,0,None,MnPrv,None,0,10,2009,COD,Abnorml,112000,22400.0,0.000560161326462021,68,53,195814.3010989011
1124,20.0,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8.0,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,SBrkr,698,0,0,698,0,1.0,1,0,2,1,TA,4,Typ,0,None,None,1947.0,None,0,0,None,None,Y,0,175.04999999999995,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,118000,29500.0,0.0004253056884635832,77,1,195814.3010989011
1125,80.0,RL,69.0,9125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992.0,Fin,2,392,TA,TA,Y,100,25.0,0,0,0.0,0,None,None,None,0,7,2007,WD,Normal,163900,23414.285714285714,0.0007671232876712328,32,15,195814.3010989011
1126,20.0,RL,60.0,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.0,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,0,0.0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2,672,Fa,Fa,Y,0,0.0,0,0,0.0,0,None,None,None,0,11,2009,WD,Normal,115000,23000.0,0.00047920260686218135,69,54,195814.3010989011
1127,120.0,RL,53.0,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5.0,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3,660,TA,TA,Y,143,20.0,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,174000,24857.14285714286,0.0019001085776330076,17,2,185109.94845360826
1128,20.0,RL,104.0,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,630,TA,TA,Y,144,36.0,0,0,0.0,0,None,None,None,0,11,2007,WD,Family,259000,37000.0,0.0004803733186933846,20,3,195814.3010989011
1129,60.0,RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48.0,0,0,0.0,0,None,None,None,0,7,2007,WD,Normal,215000,26875.0,0.0006781959986436081,20,2,195814.3010989011
1130,90.0,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5.0,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1980.0,Unf,2,672,TA,TA,Y,49,0.0,0,0,0.0,0,None,None,None,0,8,2007,WD,Normal,140000,35000.0,0.0005555555555555556,44,27,132796.58333333334
1131,50.0,RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,4.0,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,1,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2,576,TA,TA,Y,431,44.0,0,0,0.0,0,None,MnPrv,None,0,12,2009,WD,Normal,135000,19285.714285714286,0.0008969759097898514,96,59,195814.3010989011
1132,20.0,RL,63.0,10712,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,0,0.0,1,0,3,1,TA,5,Typ,0,None,None,1991.0,None,0,0,None,None,Y,0,28.0,0,0,0.0,0,None,MnPrv,None,0,9,2007,Oth,Abnorml,93500,18700.0,0.0004667662434652726,33,15,195814.3010989011
1133,70.0,RM,90.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4.0,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0.0,2,0,5,1,Fa,8,Typ,0,None,Detchd,1930.0,Unf,1,205,Fa,TA,N,0,48.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,117500,14687.5,0.0008080808080808081,144,57,195814.3010989011
1134,60.0,RL,80.0,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5.0,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2,466,TA,TA,Y,0,155.0,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,239500,29937.5,0.000814000814000814,29,14,195814.3010989011
1135,60.0,RL,57.0,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,460,TA,TA,Y,100,38.0,0,0,0.0,0,None,None,None,0,8,2007,WD,Normal,169000,24142.85714285714,0.0007979026558759832,27,10,195814.3010989011
1136,30.0,RM,60.0,6180,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5.0,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,N,SBrkr,986,0,0,986,0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,128.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,102000,20400.0,0.0008090614886731392,98,57,195814.3010989011
